polymer,span_L,n_repeats,oligomer,oligomer_cp_mapped,cp_span_measured,cp_span_expected,span_ok,status
*c1cc(F)c(/C=C/c2sc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)cc2F)s1,13,1,CN1C(=O)c2ccc3c4c(c(-c5cc(F)c(/C=C/c6sccc6F)s5)cc(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c[cH:2]c3c4c(cc(-c5cc(F)c(/C=C/c6s[cH:1]cc6F)s5)c(c24)C1=O)C(=O)N(C)C3=O,13,13,True,ok
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4nc5c(s4)-c4cc6c(cc4C5(C)C)-c4sc(*)nc4C6(C)C)s3)c3nsnc23)s1,19,1,CC1(C)c2cc3c(cc2-c2scnc21)C(C)(C)c1nc(-c2ccc(-c4c(F)c(F)c(-c5cccs5)c5nsnc45)s2)sc1-3,CC1(C)c2cc3c(cc2-c2sc(-c4ccc(-c5c(F)c(F)c(-c6cc[cH:1]s6)c6nsnc56)s4)nc21)C(C)(C)c1n[cH:2]sc1-3,19,19,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(C)c2nc(-c3cc(F)c(/C=C/c4sc(*)cc4F)s3)ccc21,23,1,CN1C(=O)/C(=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3nc(-c4cc(F)c(/C=C/c5sccc5F)s4)ccc32)c2cccnc21,CN1C(=O)/C(=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3n[cH:1]ccc32)c2ccc(-c3cc(F)c(/C=C/c4s[cH:2]cc4F)s3)nc21,23,23,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(/C=C/c6sc(*)c(Cl)c6Cl)c(Cl)c5Cl)cn4)=C3C(=O)N2C)nc1,19,1,CN1C(=O)C2=C(c3ccc(-c4sc(/C=C/c5scc(Cl)c5Cl)c(Cl)c4Cl)cn3)N(C)C(=O)C2=C1c1ccccn1,CN1C(=O)C2=C(c3cc[cH:1]cn3)N(C)C(=O)C2=C1c1ccc(-c2sc(/C=C/c3s[cH:2]c(Cl)c3Cl)c(Cl)c2Cl)cn1,19,19,True,ok
*c1cnc(-c2ncc(-c3sc(-c4nc(C(=O)OC)c(*)s4)nc3C(=O)OC)s2)s1,11,2,COC(=O)c1csc(-c2nc(C(=O)OC)c(-c3cnc(-c4ncc(-c5sc(-c6nc(C(=O)OC)c(-c7cnc(-c8nccs8)s7)s6)nc5C(=O)OC)s4)s3)s2)n1,COC(=O)c1nc(-c2nc(C(=O)OC)c(-c3cnc(-c4nc[cH:1]s4)s3)s2)sc1-c1cnc(-c2ncc(-c3sc(-c4nc(C(=O)OC)[cH:2]s4)nc3C(=O)OC)s2)s1,23,23,True,ok
*c1cc(OC)c(-c2sc(-c3ccc4c(c3F)N(C)C(=O)/C4=c3/cc/c(=C4C5=C(C(=O)N\4C)/C(=c4\cc/c(=C6/C(=O)N(C)c7c6ccc(*)c7F)s4)N(C)C5=O)s3)cc2OC)s1,25,1,COc1ccsc1-c1sc(-c2ccc3c(c2F)N(C)C(=O)/C3=c2/cc/c(=C3\C4=C(C(=O)N3C)/C(=c3\cc/c(=C5/C(=O)N(C)c6c(F)cccc65)s3)N(C)C4=O)s2)cc1OC,COc1cc(-c2ccc3c(c2F)N(C)C(=O)/C3=c2/cc/c(=C3\C4=C(C(=O)N3C)/C(=c3\cc/c(=C5/C(=O)N(C)c6c5cc[cH:2]c6F)s3)N(C)C4=O)s2)sc1-c1s[cH:1]cc1OC,25,25,True,ok
*c1cc2sc(-c3sc(-c4c5nsnc5c(-c5cc(C)c(*)s5)c5nc6c(nc45)-c4ccc5c7c(ccc-6c47)C(=O)N(C)C5=O)cc3C)cc2s1,14,1,Cc1csc(-c2c3nsnc3c(-c3cc(C)c(-c4cc5sccc5s4)s3)c3nc4c(nc23)-c2ccc3c5c(ccc-4c25)C(=O)N(C)C3=O)c1,Cc1cc(-c2c3nsnc3c(-c3cc(C)[cH:2]s3)c3nc4c(nc23)-c2ccc3c5c(ccc-4c25)C(=O)N(C)C3=O)sc1-c1cc2s[cH:1]cc2s1,14,14,True,ok
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(s4)-c4sc(C6=C7C(=O)N(C)C(c8cc9c(s8)-c8sc(*)cc8C9(C)C)=C7C(=O)N6C)cc4C5(C)C)s3)c3nsnc23)s1,25,1,CN1C(=O)C2=C(c3cc4c(s3)-c3sc(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7nsnc67)s5)cc3C4(C)C)N(C)C(=O)C2=C1c1cc2c(s1)-c1sccc1C2(C)C,CN1C(=O)C2=C(c3cc4c(s3)-c3s[cH:2]cc3C4(C)C)N(C)C(=O)C2=C1c1cc2c(s1)-c1sc(-c3ccc(-c4c(F)c(F)c(-c5cc[cH:1]s5)c5nsnc45)s3)cc1C2(C)C,25,25,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3sc(/C=C/c4sc(*)c(F)c4C#N)c(C#N)c3F)ccc21,17,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4sc(/C=C/c5scc(F)c5C#N)c(C#N)c4F)ccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:1]ccc32)c2ccc(-c3sc(/C=C/c4s[cH:2]c(F)c4C#N)c(C#N)c3F)cc21,17,17,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=c1\s/c(=c2/s/c(=C3\C(=O)N(C)c4cc(-c5cc(F)c(-c6sc(*)cc6F)s5)ccc43)c3c2Oc2ccccc2O3)c2c1Oc1ccccc1O2,21,1,CN1C(=O)/C(=c2\s/c(=c3/s/c(=C4\C(=O)N(C)c5cc(-c6cc(F)c(-c7sccc7F)s6)ccc54)c4c3Oc3ccccc3O4)c3c2Oc2ccccc2O3)c2ccccc21,CN1C(=O)/C(=c2\s/c(=c3/s/c(=C4\C(=O)N(C)c5c[cH:1]ccc54)c4c3Oc3ccccc3O4)c3c2Oc2ccccc2O3)c2ccc(-c3cc(F)c(-c4s[cH:2]cc4F)s3)cc21,21,21,True,ok
*c1cc2c(-c3cc(C)c(C)s3)c3sc(-c4cc5sc6c7sc8cc(*)sc8c7c(=O)n(C)c(=O)c6c5s4)cc3c(-c3cc(C)c(C)s3)c2s1,16,1,Cc1cc(-c2c3cc(-c4cc5sc6c7sc8ccsc8c7c(=O)n(C)c(=O)c6c5s4)sc3c(-c3cc(C)c(C)s3)c3ccsc23)sc1C,Cc1cc(-c2c3c[cH:1]sc3c(-c3cc(C)c(C)s3)c3cc(-c4cc5sc6c7sc8c[cH:2]sc8c7c(=O)n(C)c(=O)c6c5s4)sc23)sc1C,16,16,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3ccc(/C=C/c4ccc(-c5cc6c(s5)/C(=C5\C(=O)N(C)c7nc(-c8ccc(/C=C/c9ccc(*)s9)s8)ccc75)C(=O)N6C)s4)s3)sc21,33,1,CN1C(=O)/C(=C2/C(=O)N(C)c3ncccc32)c2sc(-c3ccc(/C=C/c4ccc(-c5cc6c(s5)/C(=C5\C(=O)N(C)c7nc(-c8ccc(/C=C/c9cccs9)s8)ccc75)C(=O)N6C)s4)s3)cc21,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(-c4ccc(/C=C/c5cc[cH:2]s5)s4)ccc32)c2sc(-c3ccc(/C=C/c4ccc(-c5cc6c(s5)/C(=C5\C(=O)N(C)c7n[cH:1]ccc75)C(=O)N6C)s4)s3)cc21,33,33,True,ok
*c1ncc(-c2c(F)cc3c(c2F)N(C)C(=O)/C3=C2/C(=O)N(C)c3c2cc(F)c(-c2cnc(*)s2)c3F)s1,15,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2cc(F)c(-c2cncs2)c3F)c2cc(F)c(-c3cncs3)c(F)c21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2cc(F)c(-c2cn[cH:2]s2)c3F)c2cc(F)c(-c3cn[cH:1]s3)c(F)c21,15,15,True,ok
*c1cc(F)c(-c2sc(-c3sc4c5c(=O)n(C)c(=O)c6c(*)sc(c7c(=O)n(C)c(=O)c3c47)c65)cc2F)s1,12,2,Cn1c(=O)c2csc3c4c(=O)n(C)c(=O)c5c(-c6cc(F)c(-c7sc(-c8sc9c%10c(=O)n(C)c(=O)c%11c(-c%12cc(F)c(-c%13sccc%13F)s%12)sc(c%12c(=O)n(C)c(=O)c8c9%12)c%11%10)cc7F)s6)sc(c(c1=O)c23)c54,Cn1c(=O)c2c(-c3cc(F)c(-c4sc(-c5sc6c7c(=O)n(C)c(=O)c8c7c(s[cH:2]8)c7c(=O)n(C)c(=O)c5c67)cc4F)s3)sc3c4c(=O)n(C)c(=O)c5c(-c6cc(F)c(-c7s[cH:1]cc7F)s6)sc(c(c1=O)c23)c54,25,25,True,ok
*c1ccc2c(c1F)N(C)C(=O)C2=c1cc/c(=C2C3=C(C(=O)N\2C)/C(=c2\ccc(=C4C(=O)N(C)c5c4ccc(-c4sc(/C=C/c6sc(*)c(F)c6F)c(F)c4F)c5F)[se]2)N(C)C3=O)[se]1,27,1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/ccc(=C3C(=O)N(C)c4c3ccc(-c3sc(/C=C/c5scc(F)c5F)c(F)c3F)c4F)[se]2)/C1=c1\ccc(=C2C(=O)N(C)c3c(F)cccc32)[se]1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/ccc(=C3C(=O)N(C)c4c3cc[cH:1]c4F)[se]2)/C1=c1\ccc(=C2C(=O)N(C)c3c2ccc(-c2sc(/C=C/c4s[cH:2]c(F)c4F)c(F)c2F)c3F)[se]1,27,27,True,ok
*c1ccc(-c2cc3c4c(c(-c5ccc(-c6cc7c(s6)/C(=C6\c8ccccc8-c8cc(*)sc86)c6ccccc6-7)s5)cc5c4c2C(=O)N(C)C5=O)C(=O)N(C)C3=O)s1,19,1,CN1C(=O)c2cc(-c3ccc(-c4cc5c(s4)/C(=C4\c6ccccc6-c6ccsc64)c4ccccc4-5)s3)c3c4c(cc(-c5cccs5)c(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2cc(-c3cc[cH:1]s3)c3c4c(cc(-c5ccc(-c6cc7c(s6)/C(=C6\c8ccccc8-c8c[cH:2]sc86)c6ccccc6-7)s5)c(c24)C1=O)C(=O)N(C)C3=O,19,19,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6cc(C)c7c8sc(*)cc8cc(C)c7c6s5)s4)=C3C(=O)N2C)s1,17,1,Cc1cc2cc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)sc2c2c(C)cc3ccsc3c12,Cc1cc2c[cH:2]sc2c2c(C)cc3cc(-c4ccc(C5=C6C(=O)N(C)C(c7cc[cH:1]s7)=C6C(=O)N5C)s4)sc3c12,17,17,True,ok
*c1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(*)s5)=C4C(=O)N3C)s2)c2cccc-2c1,13,1,CN1C(=O)C2=C(c3ccc(-c4ccccc5cccc4-5)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:2]s3)N(C)C(=O)C2=C1c1ccc(-c2cc[cH:1]cc3cccc2-3)s1,13,13,True,ok
*c1ccc(-c2cc3c4c(c(-c5ccc(-c6sc(*)c(F)c6F)s5)cc5c4c2C(=O)N(C)C5=O)C(=O)N(C)C3=O)s1,14,1,CN1C(=O)c2cc(-c3ccc(-c4scc(F)c4F)s3)c3c4c(cc(-c5cccs5)c(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2cc(-c3cc[cH:1]s3)c3c4c(cc(-c5ccc(-c6s[cH:2]c(F)c6F)s5)c(c24)C1=O)C(=O)N(C)C3=O,14,14,True,ok
*c1ccc(-c2ccc(-c3sc(-c4cc5c(cc4Cl)/C(=C4\C(=O)N(C)c6cc(-c7cc(C)c(*)s7)c(Cl)cc64)C(=O)N5C)cc3C)s2)s1,21,1,Cc1csc(-c2cc3c(cc2Cl)/C(=C2\C(=O)N(C)c4cc(-c5cc(C)c(-c6ccc(-c7cccs7)s6)s5)c(Cl)cc42)C(=O)N3C)c1,Cc1cc(-c2cc3c(cc2Cl)/C(=C2\C(=O)N(C)c4cc(-c5cc(C)[cH:2]s5)c(Cl)cc42)C(=O)N3C)sc1-c1ccc(-c2cc[cH:1]s2)s1,21,21,True,ok
*c1ccc(/C=C/c2ccc(-c3sc4c(-c5ccc(C)s5)c(*)sc4c3-c3ccc(C)s3)s2)s1,12,2,Cc1ccc(-c2csc3c(-c4ccc(C)s4)c(-c4ccc(/C=C/c5ccc(-c6sc7c(-c8ccc(C)s8)c(-c8ccc(/C=C/c9cccs9)s8)sc7c6-c6ccc(C)s6)s5)s4)sc23)s1,Cc1ccc(-c2c(-c3ccc(/C=C/c4ccc(-c5sc6c(-c7ccc(C)s7)[cH:2]sc6c5-c5ccc(C)s5)s4)s3)sc3c(-c4ccc(C)s4)c(-c4ccc(/C=C/c5cc[cH:1]s5)s4)sc23)s1,25,25,True,ok
*c1cc2sc3c(c2s1)C(C)(C)c1c-3sc2cc(-c3cc4c(cc(*)c5nsnc54)c4nsnc34)sc12,14,1,CC1(C)c2c(sc3ccsc23)-c2sc3cc(-c4cc5c(ccc6nsnc65)c5nsnc45)sc3c21,CC1(C)c2c(sc3cc(-c4cc5c(c[cH:2]c6nsnc56)c5nsnc45)sc23)-c2sc3c[cH:1]sc3c21,14,14,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6sc7c(cc(C)c8c9sc%10cc(*)sc%10c9cc(C)c78)c6s5)s4)=C3C(=O)N2C)s1,21,1,Cc1cc2c3sc(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)cc3sc2c2c(C)cc3c4sccc4sc3c12,Cc1cc2c3s[cH:2]cc3sc2c2c(C)cc3c4sc(-c5ccc(C6=C7C(=O)N(C)C(c8cc[cH:1]s8)=C7C(=O)N6C)s5)cc4sc3c12,21,21,True,ok
*c1ccc2c(c1)c(=O)n(C)c1nc3cc4nc5c6ccc(-c7cc(C)c(/C=C/c8sc(*)cc8C)s7)cc6c(=O)n(C)c5nc4cc3nc21,23,1,Cc1ccsc1/C=C/c1sc(-c2ccc3c(c2)c(=O)n(C)c2nc4cc5nc6c7ccccc7c(=O)n(C)c6nc5cc4nc32)cc1C,Cc1cc(-c2ccc3c(c2)c(=O)n(C)c2nc4cc5nc6c7cc[cH:1]cc7c(=O)n(C)c6nc5cc4nc32)sc1/C=C/c1s[cH:2]cc1C,23,23,True,ok
*c1cc2c(=O)n(C)c(=O)c3cc(-c4sc5c(c4C#N)c(=O)n(C)c(=O)c4nc(-c6nc7c(=O)n(C)c(=O)c8c(C#N)c(*)sc8c7s6)sc45)sc3c2s1,17,1,Cn1c(=O)c2ccsc2c2sc(-c3sc4c(c3C#N)c(=O)n(C)c(=O)c3nc(-c5nc6c(=O)n(C)c(=O)c7c(C#N)csc7c6s5)sc34)cc2c1=O,Cn1c(=O)c2cc(-c3sc4c(c3C#N)c(=O)n(C)c(=O)c3nc(-c5nc6c(=O)n(C)c(=O)c7c(C#N)[cH:2]sc7c6s5)sc34)sc2c2s[cH:1]cc2c1=O,17,17,True,ok
*c1cc2c(=O)n(C)c(=O)c3cc(-c4sc(C5=C6C(=O)N(C)C(c7cc(C#N)c(*)s7)=C6C(=O)N5C)cc4C#N)sc3c2s1,15,1,CN1C(=O)C2=C(c3cc(C#N)c(-c4cc5c(=O)n(C)c(=O)c6ccsc6c5s4)s3)N(C)C(=O)C2=C1c1cc(C#N)cs1,CN1C(=O)C2=C(c3cc(C#N)[cH:2]s3)N(C)C(=O)C2=C1c1cc(C#N)c(-c2cc3c(=O)n(C)c(=O)c4c[cH:1]sc4c3s2)s1,15,15,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(/C(F)=C(\F)c3cc4c(s3)/C(=C3\C(=O)N(C)c5nc(-c6sc(/C=C/c7sc(*)c(F)c7F)c(F)c6F)ccc53)C(=O)N4C)sc21,27,1,CN1C(=O)/C(=C2/C(=O)N(C)c3ncccc32)c2sc(/C(F)=C(\F)c3cc4c(s3)/C(=C3\C(=O)N(C)c5nc(-c6sc(/C=C/c7scc(F)c7F)c(F)c6F)ccc53)C(=O)N4C)cc21,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(-c4sc(/C=C/c5s[cH:2]c(F)c5F)c(F)c4F)ccc32)c2sc(/C(F)=C(\F)c3cc4c(s3)/C(=C3\C(=O)N(C)c5n[cH:1]ccc53)C(=O)N4C)cc21,27,27,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2c1ccc1c3c(ccc21)/C(=C1\C(=O)N(C)c2cc(-c4ccc(/C=C/c5ccc(*)s5)s4)ccc21)C(=O)N3C,25,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(C)c3cc(-c5ccc(/C=C/c6cccs6)s5)ccc32)C(=O)N4C)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(C)c3c[cH:1]ccc32)C(=O)N4C)c2ccc(-c3ccc(/C=C/c4cc[cH:2]s4)s3)cc21,25,25,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(/C=C/c6ccc(*)c(F)c6)cc5F)s4)=C3C(=O)N2C)s1,19,1,CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5cccc(F)c5)cc4F)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(/C=C/c3cc[cH:2]c(F)c3)cc2F)s1,19,19,True,ok
*/C=C/c1cc2c3c(c(/C=C/c4cc5sc6cc(*)sc6c5s4)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,15,1,C=Cc1cc2c3c(c(/C=C/c4cc5sc6ccsc6c5s4)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,CN1C(=O)c2cc(/C=C/c3cc4sc5c[cH:2]sc5c4s3)c3c4c(cc(C=[CH2:1])c(c24)C1=O)C(=O)N(C)C3=O,15,15,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(/C=C/c6cc(C)c(*)s6)cc5C)s4)=C3C(=O)N2C)s1,17,1,Cc1csc(/C=C/c2cc(C)c(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)s2)c1,Cc1cc(/C=C/c2cc(C)[cH:2]s2)sc1-c1ccc(C2=C3C(=O)N(C)C(c4cc[cH:1]s4)=C3C(=O)N2C)s1,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4cc5c(=O)c6cc7c(cc6c5s4)c(=O)c4cc(C5=C6C(=O)N(C)C(c8ccc(-c9sc(/C=C/c%10sc(*)c(F)c%10F)c(F)c9F)s8)=C6C(=O)N5C)sc47)=C3C(=O)N2C)s1,31,1,CN1C(=O)C2=C(c3cc4c(=O)c5cc6c(cc5c4s3)c(=O)c3cc(C4=C5C(=O)N(C)C(c7ccc(-c8sc(/C=C/c9scc(F)c9F)c(F)c8F)s7)=C5C(=O)N4C)sc36)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc4c(=O)c5cc6c(cc5c4s3)c(=O)c3cc(C4=C5C(=O)N(C)C(c7cc[cH:1]s7)=C5C(=O)N4C)sc36)N(C)C(=O)C2=C1c1ccc(-c2sc(/C=C/c3s[cH:2]c(F)c3F)c(F)c2F)s1,31,31,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(C6=C7C(=O)N(C)C(c8cc(C#N)c(*)s8)=C7C(=O)N6C)cc5C#N)[se]4)=C3C(=O)N2C)[se]1,19,1,CN1C(=O)C2=C(c3cc(C#N)c(-c4ccc(C5=C6C(=O)N(C)C(c7ccc[se]7)=C6C(=O)N5C)[se]4)s3)N(C)C(=O)C2=C1c1cc(C#N)cs1,CN1C(=O)C2=C(c3cc(C#N)[cH:2]s3)N(C)C(=O)C2=C1c1cc(C#N)c(-c2ccc(C3=C4C(=O)N(C)C(c5cc[cH:1][se]5)=C4C(=O)N3C)[se]2)s1,19,19,True,ok
*/C=C/c1ccc(-c2c/c(=C3C4=C(C(=O)N/3C)/C(=c3/cc(-c5ccc(*)s5)c(=C(C#N)C#N)s3)N(C)C4=O)sc2=C(C#N)C#N)s1,17,1,C=Cc1ccc(-c2c/c(=C3/C4=C(C(=O)N3C)/C(=c3/cc(-c5cccs5)c(=C(C#N)C#N)s3)N(C)C4=O)sc2=C(C#N)C#N)s1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2\cc(-c3cc[cH:2]s3)c(=C(C#N)C#N)s2)/C1=c1/cc(-c2ccc(C=[CH2:1])s2)c(=C(C#N)C#N)s1,17,17,True,ok
*c1ccc(/C=C/C=C/c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)s6)=C5C(=O)N4C)s3)s2)s1,19,1,CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/C=C/c5cccs5)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:2]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(/C=C/C=C/c3cc[cH:1]s3)s2)s1,19,19,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc(C#N)c(/C=C/c6sc(*)cc6C#N)s5)s4)=C3C(=O)N2C)s1,17,1,CN1C(=O)C2=C(c3ccc(-c4cc(C#N)c(/C=C/c5sccc5C#N)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc(C#N)c(/C=C/c3s[cH:2]cc3C#N)s2)s1,17,17,True,ok
*c1ccc2c(c1)nc(OC)c1c3ccc(-c4ccc(-c5ccc(*)s5)s4)cc3nc(OC)c21,15,1,COc1nc2cc(-c3ccc(-c4cccs4)s3)ccc2c2c(OC)nc3ccccc3c12,COc1nc2c[cH:1]ccc2c2c(OC)nc3cc(-c4ccc(-c5cc[cH:2]s5)s4)ccc3c12,15,15,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc(F)c(/C=C(\C#N)c6ccc(*)s6)cc5F)s4)=C3C(=O)N2C)s1,18,1,CN1C(=O)C2=C(c3ccc(-c4cc(F)c(/C=C(\C#N)c5cccs5)cc4F)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc(F)c(/C=C(\C#N)c3cc[cH:2]s3)cc2F)s1,18,18,True,ok
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c6c(c(*)cc7c6c4C(=O)N(C)C7=O)C(=O)N(C)C5=O)s3)c(F)c2F)s1,15,1,CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c(F)c6F)s5)cc(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c[cH:2]c3c4c(cc(-c5ccc(-c6c(F)c(F)c(-c7cc[cH:1]s7)c(F)c6F)s5)c(c24)C1=O)C(=O)N(C)C3=O,15,15,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(C)c2nc(-c3cnc(-c4ncc(*)s4)s3)ccc21,21,1,CN1C(=O)/C(=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3nc(-c4cnc(-c5nccs5)s4)ccc32)c2cccnc21,CN1C(=O)/C(=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3n[cH:1]ccc32)c2ccc(-c3cnc(-c4nc[cH:2]s4)s3)nc21,21,21,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C\c1cc(F)c(/C=C/c2sc(/C=C3\C(=O)N(C)c4nc(-c5cc(F)c(/C=C/c6sc(*)cc6F)s5)ccc43)cc2F)s1,27,1,CN1C(=O)/C(=C\c2cc(F)c(/C=C/c3sc(/C=C4\C(=O)N(C)c5nc(-c6cc(F)c(/C=C/c7sccc7F)s6)ccc54)cc3F)s2)c2cccnc21,CN1C(=O)/C(=C\c2cc(F)c(/C=C/c3sc(/C=C4\C(=O)N(C)c5n[cH:1]ccc54)cc3F)s2)c2ccc(-c3cc(F)c(/C=C/c4s[cH:2]cc4F)s3)nc21,27,27,True,ok
*c1ccc(/C(C#N)=C/c2cc(OC)c(/C=C(\C#N)c3ccc(-c4cc5c6c(c(*)cc7c6c4C(=O)N(C)C7=O)C(=O)N(C)C5=O)s3)cc2OC)s1,19,1,COc1cc(/C=C(\C#N)c2ccc(-c3cc4c5c(ccc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)s2)c(OC)cc1/C=C(\C#N)c1cccs1,COc1cc(/C=C(\C#N)c2cc[cH:1]s2)c(OC)cc1/C=C(\C#N)c1ccc(-c2cc3c4c([cH:2]cc5c4c2C(=O)N(C)C5=O)C(=O)N(C)C3=O)s1,19,19,True,ok
*c1ccc2c(c1F)N(C)C(=O)/C2=C1/C(=O)N(C)c2nc(-c3ccc4c(n3)N(C)C(=O)/C4=C3/C(=O)N(C)c4c3ccc(-c3sc(-c5sc(*)c(F)c5F)c(F)c3F)c4F)ccc21,25,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c(F)cccc32)c2ccc(-c3ccc4c(n3)N(C)C(=O)/C4=C3/C(=O)N(C)c4c3ccc(-c3sc(-c5scc(F)c5F)c(F)c3F)c4F)nc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc(-c2sc(-c4s[cH:2]c(F)c4F)c(F)c2F)c3F)c2ccc(-c3ccc4c(n3)N(C)C(=O)/C4=C3/C(=O)N(C)c4c3cc[cH:1]c4F)nc21,25,25,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(C)c2nc(-c3ccc(-c4ccc(-c5ccc(*)[se]5)c5n[se]nc45)[se]3)ccc21,25,1,CN1C(=O)/C(=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3nc(-c4ccc(-c5ccc(-c6ccc[se]6)c6n[se]nc56)[se]4)ccc32)c2cccnc21,CN1C(=O)/C(=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3n[cH:1]ccc32)c2ccc(-c3ccc(-c4ccc(-c5cc[cH:2][se]5)c5n[se]nc45)[se]3)nc21,25,25,True,ok
*c1ccc(/C=C/c2ccc(-c3ccc4c(n3)N(C)C(=O)/C4=C3/C(=O)N(C)c4nc(*)ccc43)cc2)cc1,19,1,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(-c4ccc(/C=C/c5ccccc5)cc4)ccc32)c2cccnc21,CN1C(=O)/C(=C2/C(=O)N(C)c3n[cH:2]ccc32)c2ccc(-c3ccc(/C=C/c4cc[cH:1]cc4)cc3)nc21,19,19,True,ok
