polymer,span_L,n_repeats,oligomer,oligomer_cp_mapped,cp_span_measured,cp_span_expected,span_ok,status
*c1ccc2c(c1)N(C)C(=O)/C2=c1/cc2s/c(=C3\C(=O)N(C)c4cc(-c5cc6sc(*)cc6s5)ccc43)cc2s1,19,1,CN1C(=O)/C(=c2/cc3s/c(=C4\C(=O)N(C)c5cc(-c6cc7sccc7s6)ccc54)cc3s2)c2ccccc21,CN1C(=O)/C(=c2/cc3s/c(=C4\C(=O)N(C)c5c[cH:1]ccc54)cc3s2)c2ccc(-c3cc4s[cH:2]cc4s3)cc21,19,19,True,ok
*c1cc2sc(-c3sc(-c4c5nsnc5c(-c5cc(C)c(*)s5)c5nc6c(nc45)C(=C(C#N)C#N)c4ccccc4-6)cc3C)cc2s1,14,1,Cc1csc(-c2c3nsnc3c(-c3cc(C)c(-c4cc5sccc5s4)s3)c3nc4c(nc23)-c2ccccc2C4=C(C#N)C#N)c1,Cc1cc(-c2c3nsnc3c(-c3cc(C)[cH:2]s3)c3nc4c(nc23)C(=C(C#N)C#N)c2ccccc2-4)sc1-c1cc2s[cH:1]cc2s1,14,14,True,ok
*c1cc2c(=O)n(C)c(=O)c3cc(*)[se]c3c2[se]1,5,3,Cn1c(=O)c2cc[se]c2c2[se]c(-c3cc4c(=O)n(C)c(=O)c5cc(-c6cc7c(=O)n(C)c(=O)c8cc[se]c8c7[se]6)[se]c5c4[se]3)cc2c1=O,Cn1c(=O)c2cc(-c3cc4c(=O)n(C)c(=O)c5c[cH:1][se]c5c4[se]3)[se]c2c2[se]c(-c3cc4c(=O)n(C)c(=O)c5c[cH:2][se]c5c4[se]3)cc2c1=O,17,17,True,ok
*c1ccc2c(c1)C(=O)N(C)C(=O)/C2=C\C=C1/C(=O)N(C)C(=O)c2cc(-c3sc(-c4ccc(-c5cc(C)c(*)s5)c5nsnc45)cc3C)ccc21,21,1,Cc1csc(-c2ccc(-c3cc(C)c(-c4ccc5c(c4)C(=O)N(C)C(=O)/C5=C\C=C4/C(=O)N(C)C(=O)c5ccccc54)s3)c3nsnc23)c1,Cc1cc(-c2ccc(-c3cc(C)[cH:2]s3)c3nsnc23)sc1-c1ccc2c(c1)C(=O)N(C)C(=O)/C2=C\C=C1/C(=O)N(C)C(=O)c2c[cH:1]ccc21,21,21,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=c1\s/c(=c2/s/c(=C3\C(=O)N(C)c4cc(-c5ccc(/C=C/c6ccc(*)s6)s5)ccc43)c3c2OCCO3)c2c1OCCO2,23,1,CN1C(=O)/C(=c2\s/c(=c3/s/c(=C4\C(=O)N(C)c5cc(-c6ccc(/C=C/c7cccs7)s6)ccc54)c4c3OCCO4)c3c2OCCO3)c2ccccc21,CN1C(=O)/C(=c2\s/c(=c3/s/c(=C4\C(=O)N(C)c5c[cH:1]ccc54)c4c3OCCO4)c3c2OCCO3)c2ccc(-c3ccc(/C=C/c4cc[cH:2]s4)s3)cc21,23,23,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2c1ccc1c3c(ccc21)/C(=C1\C(=O)N(C)c2cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(*)s6)c6nsnc56)s4)ccc21)C(=O)N3C,27,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(C)c3cc(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7nsnc67)s5)ccc32)C(=O)N4C)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(C)c3c[cH:1]ccc32)C(=O)N4C)c2ccc(-c3ccc(-c4c(F)c(F)c(-c5cc[cH:2]s5)c5nsnc45)s3)cc21,27,27,True,ok
*c1cc(F)c(-c2sc(-c3sc(-c4sc(-c5ccc6c(c5)N(C)C(=O)/C6=C5/C(=O)N(C)c6cc(-c7cc(C)c(-c8cc(C)c(*)s8)s7)ccc65)cc4C)cc3C)cc2F)s1,27,1,Cc1csc(-c2sc(-c3ccc4c(c3)N(C)C(=O)/C4=C3/C(=O)N(C)c4cc(-c5cc(C)c(-c6cc(C)c(-c7cc(F)c(-c8sccc8F)s7)s6)s5)ccc43)cc2C)c1,Cc1cc(-c2ccc3c(c2)N(C)C(=O)/C3=C2/C(=O)N(C)c3cc(-c4cc(C)c(-c5cc(C)[cH:2]s5)s4)ccc32)sc1-c1cc(C)c(-c2cc(F)c(-c3s[cH:1]cc3F)s2)s1,27,27,True,ok
*/C=C/c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc3c(cc21)N(C)C(=O)/C3=C1/C(=O)N(C)c2nc(*)ccc21,17,1,C=Cc1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc3c(cc21)N(C)C(=O)/C3=C1/C(=O)N(C)c2ncccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(C=[CH2:1])ccc32)c2cc3c(cc21)/C(=C1\C(=O)N(C)c2n[cH:2]ccc21)C(=O)N3C,17,17,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=c1/cc/c(=c2/cc/c(=C3/C(=O)N(C)c4cc(-c5ccc(/C=C/c6ccc(*)s6)s5)ccc43)s2)s1,23,1,CN1C(=O)/C(=c2/cc/c(=c3/cc/c(=C4/C(=O)N(C)c5cc(-c6ccc(/C=C/c7cccs7)s6)ccc54)s3)s2)c2ccccc21,CN1C(=O)/C(=c2/cc/c(=c3/cc/c(=C4/C(=O)N(C)c5c[cH:1]ccc54)s3)s2)c2ccc(-c3ccc(/C=C/c4cc[cH:2]s4)s3)cc21,23,23,True,ok
*c1cc2c(=O)n(C)c(=O)c3nc4c(nc3c2s1)c(=O)n(C)c(=O)c1cc(-c2cc3c(=O)n(C)c(=O)c5cc(*)sc5c3s2)sc14,15,1,Cn1c(=O)c2ccsc2c2sc(-c3cc4c(=O)n(C)c(=O)c5nc6c(nc5c4s3)c(=O)n(C)c(=O)c3ccsc36)cc2c1=O,Cn1c(=O)c2cc(-c3cc4c(=O)n(C)c(=O)c5nc6c(nc5c4s3)c(=O)n(C)c(=O)c3c[cH:1]sc36)sc2c2s[cH:2]cc2c1=O,15,15,True,ok
*c1ccc(-c2ccc(-c3ccc(-c4ccc5c(c4)N(C)C(=O)/C5=C4/C(=O)N(C)c5cc(*)c(Cl)cc54)s3)c3nsnc23)s1,19,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc(-c5ccc(-c6cccs6)c6nsnc56)s4)ccc32)c2cc(Cl)ccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:2]c(Cl)cc32)c2ccc(-c3ccc(-c4ccc(-c5cc[cH:1]s5)c5nsnc45)s3)cc21,19,19,True,ok
*c1ccc(/C=C(\C#N)c2ccc(-c3cc4c(s3)/C(=C3\C(=O)N(C)c5cc(*)sc53)C(=O)N4C)s2)s1,15,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc(/C(C#N)=C/c5cccs5)s4)sc32)c2sccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:2]sc32)c2sc(-c3ccc(/C(C#N)=C/c4cc[cH:1]s4)s3)cc21,15,15,True,ok
*c1ccc(-c2nnc(-c3ccc(-c4cc5c6c(c(*)cc7c6c4C(=O)N(C)C7=O)C(=O)N(C)C5=O)s3)s2)s1,14,1,CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6nnc(-c7cccs7)s6)s5)cc(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c[cH:2]c3c4c(cc(-c5ccc(-c6nnc(-c7cc[cH:1]s7)s6)s5)c(c24)C1=O)C(=O)N(C)C3=O,14,14,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c6ccccc56)s4)=C3C(=O)N2C)s1,12,2,CN1C(=O)C2=C(c3ccc(-c4sc(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9scc%10ccccc9%10)s8)=C7C(=O)N6C)s5)c5ccccc45)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4s[cH:2]c5ccccc45)s3)N(C)C(=O)C2=C1c1ccc(-c2sc(-c3ccc(C4=C5C(=O)N(C)C(c6cc[cH:1]s6)=C5C(=O)N4C)s3)c3ccccc23)s1,25,25,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6sc(*)cc6s5)o4)=C3C(=O)N2C)o1,14,1,CN1C(=O)C2=C(c3ccc(-c4cc5sccc5s4)o3)N(C)C(=O)C2=C1c1ccco1,CN1C(=O)C2=C(c3cc[cH:1]o3)N(C)C(=O)C2=C1c1ccc(-c2cc3s[cH:2]cc3s2)o1,14,14,True,ok
*c1nc(OC)c(-c2sc(-c3c4c(c(*)c5nsnc35)C(=O)N(C)C4=O)nc2OC)s1,9,2,COc1ncsc1-c1sc(-c2c3c(c(-c4nc(OC)c(-c5sc(-c6c7c(cc8nsnc68)C(=O)N(C)C7=O)nc5OC)s4)c4nsnc24)C(=O)N(C)C3=O)nc1OC,COc1nc(-c2c3c(c(-c4nc(OC)c(-c5s[cH:1]nc5OC)s4)c4nsnc24)C(=O)N(C)C3=O)sc1-c1sc(-c2c3c([cH:2]c4nsnc24)C(=O)N(C)C3=O)nc1OC,19,19,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(/C=C/c3ccc4c(c3)N(C)C(=O)/C4=C3/C(=O)N(C)c4cc(-c5ccc(-c6ccc(*)s6)s5)ccc43)ccc21,27,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(/C=C/c4ccc5c(c4)N(C)C(=O)/C5=C4/C(=O)N(C)c5cc(-c6ccc(-c7cccs7)s6)ccc54)ccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc(-c5cc[cH:2]s5)s4)ccc32)c2ccc(/C=C/c3ccc4c(c3)N(C)C(=O)/C4=C3/C(=O)N(C)c4c[cH:1]ccc43)cc21,27,27,True,ok
*c1cc2sc3c4sc5cc(-c6c(F)c(F)c(*)c7nn(C)nc67)sc5c4n(C)c3c2s1,12,2,Cn1nc2cc(F)c(F)c(-c3cc4sc5c6sc7cc(-c8c(F)c(F)c(-c9cc%10sc%11c%12sc%13ccsc%13c%12n(C)c%11c%10s9)c9nn(C)nc89)sc7c6n(C)c5c4s3)c2n1,Cn1nc2c(-c3cc4sc5c6sc7cc(-c8c(F)c(F)[cH:2]c9nn(C)nc89)sc7c6n(C)c5c4s3)c(F)c(F)c(-c3cc4sc5c6sc7c[cH:1]sc7c6n(C)c5c4s3)c2n1,25,25,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9ccc(-c%10c(F)c(F)c(-c%11ccc(*)s%11)c%11nsnc%10%11)s9)s8)=C7C(=O)N6C)s5)s4)=C3C(=O)N2C)s1,29,1,CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(C)C(c7ccc(-c8ccc(-c9c(F)c(F)c(-c%10cccs%10)c%10nsnc9%10)s8)s7)=C6C(=O)N5C)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5c(F)c(F)c(-c6cc[cH:2]s6)c6nsnc56)s4)s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5cc[cH:1]s5)=C4C(=O)N3C)s2)s1,29,29,True,ok
*c1ccc2c(c1)sc1c3ccc(-c4cc5c6c(ccc7c8c(*)cc9c%10c(ccc(c4c67)c%108)C(=O)N(C)C9=O)C(=O)N(C)C5=O)cc3sc21,14,1,CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc8c(c7)sc7c9ccccc9sc87)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C)C5=O,CN1C(=O)c2ccc3c4c2c(cc(-c2ccc5c(c2)sc2c6cc[cH:1]cc6sc52)c4c2ccc4c5c(c[cH:2]c3c52)C(=O)N(C)C4=O)C1=O,14,14,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc(OC)c(*)cc5OC)s4)=C3C(=O)N2C)s1,13,1,COc1ccc(OC)c(-c2ccc(C3=C4C(=O)N(C)C(c5cccs5)=C4C(=O)N3C)s2)c1,COc1c[cH:2]c(OC)cc1-c1ccc(C2=C3C(=O)N(C)C(c4cc[cH:1]s4)=C3C(=O)N2C)s1,13,13,True,ok
*c1ccc(-c2ccc(-c3[se]c(-c4cc5c(cc(-c6cc(C)c(*)[se]6)c6nsnc65)c5nsnc45)cc3C)[se]2)[se]1,17,1,Cc1c[se]c(-c2cc3c(cc(-c4cc(C)c(-c5ccc(-c6ccc[se]6)[se]5)[se]4)c4nsnc43)c3nsnc23)c1,Cc1cc(-c2cc3c(cc(-c4cc(C)[cH:2][se]4)c4nsnc43)c3nsnc23)[se]c1-c1ccc(-c2cc[cH:1][se]2)[se]1,17,17,True,ok
*c1cc2sc(-c3nc4c(=O)n(C)c(=O)c5c(sc6c5sc5c7sc(*)nc7c(=O)n(C)c(=O)c56)c4s3)cc2s1,15,1,Cn1c(=O)c2ncsc2c2sc3c(sc4c5sc(-c6cc7sccc7s6)nc5c(=O)n(C)c(=O)c43)c2c1=O,Cn1c(=O)c2nc(-c3cc4s[cH:1]cc4s3)sc2c2sc3c(sc4c5s[cH:2]nc5c(=O)n(C)c(=O)c43)c2c1=O,15,15,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2nc(-c3ccc(/C=C(\C#N)c4ccc(*)s4)s3)ccc21,17,1,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(-c4ccc(/C=C(\C#N)c5cccs5)s4)ccc32)c2cccnc21,CN1C(=O)/C(=C2/C(=O)N(C)c3n[cH:1]ccc32)c2ccc(-c3ccc(/C=C(\C#N)c4cc[cH:2]s4)s3)nc21,17,17,True,ok
*/C=C/c1ccc(/C=C/c2cc3c4c(c(*)cc5c4c2C(=O)N(C)C5=O)C(=O)N(C)C3=O)[se]1,12,2,C=Cc1ccc(/C=C/c2cc3c4c(c(C=Cc5ccc(/C=C/c6cc7c8c(ccc9c8c6C(=O)N(C)C9=O)C(=O)N(C)C7=O)[se]5)cc5c4c2C(=O)N(C)C5=O)C(=O)N(C)C3=O)[se]1,CN1C(=O)c2cc(/C=C/c3ccc(C=[CH2:1])[se]3)c3c4c(cc(C=Cc5ccc(/C=C/c6cc7c8c([cH:2]cc9c8c6C(=O)N(C)C9=O)C(=O)N(C)C7=O)[se]5)c(c24)C1=O)C(=O)N(C)C3=O,25,25,True,ok
*c1cc(OC)c(-c2cc(F)c(-c3sc(-c4sc(*)c5c4C(=O)N(C)C5=O)cc3OC)cc2F)s1,12,2,COc1ccsc1-c1cc(F)c(-c2sc(-c3sc(-c4cc(OC)c(-c5cc(F)c(-c6sc(-c7scc8c7C(=O)N(C)C8=O)cc6OC)cc5F)s4)c4c3C(=O)N(C)C4=O)cc2OC)cc1F,COc1cc(-c2sc(-c3cc(OC)c(-c4cc(F)c(-c5s[cH:1]cc5OC)cc4F)s3)c3c2C(=O)N(C)C3=O)sc1-c1cc(F)c(-c2sc(-c3s[cH:2]c4c3C(=O)N(C)C4=O)cc2OC)cc1F,25,25,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2nc(-c3cc(F)c(/C=C/c4sc(*)cc4F)s3)ccc21,17,1,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(-c4cc(F)c(/C=C/c5sccc5F)s4)ccc32)c2cccnc21,CN1C(=O)/C(=C2/C(=O)N(C)c3n[cH:1]ccc32)c2ccc(-c3cc(F)c(/C=C/c4s[cH:2]cc4F)s3)nc21,17,17,True,ok
*c1cc2c(=O)n(C)c(=O)c3c(F)c4c(c(F)c3c2s1)c(=O)n(C)c(=O)c1cc(-c2ccc(*)[se]2)sc14,12,2,Cn1c(=O)c2ccsc2c2c(F)c3c(=O)n(C)c(=O)c4cc(-c5ccc(-c6cc7c(=O)n(C)c(=O)c8c(F)c9c(c(F)c8c7s6)c(=O)n(C)c(=O)c6cc(-c7ccc[se]7)sc69)[se]5)sc4c3c(F)c2c1=O,Cn1c(=O)c2cc(-c3ccc(-c4cc5c(=O)n(C)c(=O)c6c(F)c7c(c(F)c6c5s4)c(=O)n(C)c(=O)c4c[cH:1]sc47)[se]3)sc2c2c(F)c3c(=O)n(C)c(=O)c4cc(-c5cc[cH:2][se]5)sc4c3c(F)c2c1=O,25,25,True,ok
*c1cc2c(s1)-c1sc(C3=C4C(=O)N(C)C(c5cc6c(s5)-c5sc(-c7ccc(/C=C/c8ccc(*)[se]8)[se]7)cc5C6(C)C)=C4C(=O)N3C)cc1C2(C)C,23,1,CN1C(=O)C2=C(c3cc4c(s3)-c3sc(-c5ccc(/C=C/c6ccc[se]6)[se]5)cc3C4(C)C)N(C)C(=O)C2=C1c1cc2c(s1)-c1sccc1C2(C)C,CN1C(=O)C2=C(c3cc4c(s3)-c3s[cH:1]cc3C4(C)C)N(C)C(=O)C2=C1c1cc2c(s1)-c1sc(-c3ccc(/C=C/c4cc[cH:2][se]4)[se]3)cc1C2(C)C,23,23,True,ok
*c1ccc(-c2ccc(-c3cc4c(s3)/C(=C3\C(=O)N(C)c5cc(-c6ccc(-c7ccc(-c8cc9c(s8)/C(=C8\C(=O)N(C)C(=O)c%10cc(*)sc%108)C(=O)N9C)s7)s6)sc53)C(=O)N(C)C4=O)s2)s1,27,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc(-c5ccc(-c6cc7c(s6)/C(=C6\C(=O)N(C)C(=O)c8cc(-c9ccc(-c%10cccs%10)s9)sc86)C(=O)N7C)s5)s4)sc32)c2sccc2C1=O,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc(-c5ccc(-c6cc7c(s6)/C(=C6\C(=O)N(C)C(=O)c8c[cH:2]sc86)C(=O)N7C)s5)s4)sc32)c2sc(-c3ccc(-c4cc[cH:1]s4)s3)cc2C1=O,27,27,True,ok
*c1ccc(-c2ccc(-c3sc(-c4c([N+](=O)[O-])c5c6nsnc6c(-c6cc(C)c(*)s6)c([N+](=O)[O-])c5c5nsnc45)cc3C)s2)s1,17,1,Cc1csc(-c2c([N+](=O)[O-])c3c4nsnc4c(-c4cc(C)c(-c5ccc(-c6cccs6)s5)s4)c([N+](=O)[O-])c3c3nsnc23)c1,Cc1cc(-c2c([N+](=O)[O-])c3c4nsnc4c(-c4cc(C)[cH:2]s4)c([N+](=O)[O-])c3c3nsnc23)sc1-c1ccc(-c2cc[cH:1]s2)s1,17,17,True,ok
*c1ccc(/C=C/c2ccc(-c3cc4c(cc3Cl)/C(=C3\C(=O)N(C)c5cc(*)c(Cl)cc53)C(=O)N4C)s2)s1,17,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc(/C=C/c5cccs5)s4)c(Cl)cc32)c2cc(Cl)ccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:2]c(Cl)cc32)c2cc(Cl)c(-c3ccc(/C=C/c4cc[cH:1]s4)s3)cc21,17,17,True,ok
*c1cc2ccc(-c3cc4sc5c(c4s3)C(c3ccc(C)cc3)(c3ccc(C)cc3)c3cc4c(cc3-5)C(c3ccc(C)cc3)(c3ccc(C)cc3)c3c-4sc4cc(*)sc34)ccc-2c1,18,1,Cc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2c-4sc3cc(-c4ccc5cccc-5cc4)sc23)cc1,Cc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sc5cc(-c6ccc7c[cH:1]cc-7cc6)sc5c32)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2c-4sc3c[cH:2]sc23)cc1,18,18,True,ok
*c1ccc(C2=c3cc4c(cc3N(C)C2=O)=C(c2ccc(-c3ccc(*)[se]3)cc2)C(=O)N4C)cc1,16,1,CN1C(=O)C(c2ccccc2)=c2cc3c(cc21)=C(c1ccc(-c2ccc[se]2)cc1)C(=O)N3C,CN1C(=O)C(c2ccc(-c3cc[cH:2][se]3)cc2)=c2cc3c(cc21)=C(c1cc[cH:1]cc1)C(=O)N3C,16,16,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(-c6cc(-c7ccc(C)s7)c(*)s6)cc5-c5ccc(C)s5)s4)=C3C(=O)N2C)s1,15,1,Cc1ccc(-c2csc(-c3cc(-c4ccc(C)s4)c(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)s3)c2)s1,Cc1ccc(-c2cc(-c3cc(-c4ccc(C)s4)[cH:2]s3)sc2-c2ccc(C3=C4C(=O)N(C)C(c5cc[cH:1]s5)=C4C(=O)N3C)s2)s1,15,15,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6c(s5)-c5cc7c(cc5[Si]6(C)C)-c5sc(*)cc5[Si]7(C)C)s4)=C3C(=O)N2C)s1,19,1,CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(C)C)-c4sccc4[Si]6(C)C)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc3c(s2)-c2cc4c(cc2[Si]3(C)C)-c2s[cH:2]cc2[Si]4(C)C)s1,19,19,True,ok
*/C=C/c1ccc(C2=C3C(=O)N(C)C(c4ccc(*)s4)=C3C(=O)N2C)s1,11,2,C=Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(C=Cc5ccc(C6=C7C(=O)N(C)C(c8cccs8)=C7C(=O)N6C)s5)s4)=C3C(=O)N2C)s1,CN1C(=O)C2=C(c3ccc(C=[CH2:1])s3)N(C)C(=O)C2=C1c1ccc(C=Cc2ccc(C3=C4C(=O)N(C)C(c5cc[cH:2]s5)=C4C(=O)N3C)s2)s1,23,23,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3cc4ccc5cc(*)sc5c4s3)ccc21,15,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4cc5ccc6ccsc6c5s4)ccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:1]ccc32)c2ccc(-c3cc4ccc5c[cH:2]sc5c4s3)cc21,15,15,True,ok
*c1ccc2c(c1)c(=O)c1cc3c(cc1n2C)c(=O)c1cc(-c2ccc(-c4ccc(-c5ccc(*)s5)s4)s2)ccc1n3C,20,1,Cn1c2ccccc2c(=O)c2cc3c(cc21)c(=O)c1cc(-c2ccc(-c4ccc(-c5cccs5)s4)s2)ccc1n3C,Cn1c2ccc(-c3ccc(-c4ccc(-c5cc[cH:2]s5)s4)s3)cc2c(=O)c2cc3c(cc21)c(=O)c1c[cH:1]ccc1n3C,20,20,True,ok
*c1cc2c(C)c(C)c3cc4c(cc3c2s1)c(C)c(C)c1cc(-c2sc(-c3cc(C)c(*)s3)cc2C)sc14,15,1,Cc1csc(-c2cc(C)c(-c3cc4c(C)c(C)c5cc6c(cc5c4s3)c(C)c(C)c3ccsc36)s2)c1,Cc1cc(-c2cc(C)[cH:2]s2)sc1-c1cc2c(C)c(C)c3cc4c(cc3c2s1)c(C)c(C)c1c[cH:1]sc14,15,15,True,ok
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4C5(C)C)-c4sc(*)cc4C6(C)C)s3)c3nsnc23)s1,19,1,CC1(C)c2cc3c(cc2-c2sccc21)C(C)(C)c1cc(-c2ccc(-c4c(F)c(F)c(-c5cccs5)c5nsnc45)s2)sc1-3,CC1(C)c2cc3c(cc2-c2sc(-c4ccc(-c5c(F)c(F)c(-c6cc[cH:1]s6)c6nsnc56)s4)cc21)C(C)(C)c1c[cH:2]sc1-3,19,19,True,ok
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(s4)/C(=C4\C(=O)N(C)c6cc(*)sc64)C(=O)N5C)s3)s2)s1,16,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc(-c5ccc(-c6cccs6)s5)s4)sc32)c2sccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:2]sc32)c2sc(-c3ccc(-c4ccc(-c5cc[cH:1]s5)s4)s3)cc21,16,16,True,ok
*c1ccc(-c2c(F)c(F)c(*)c3nn(C)nc23)s1,6,2,Cn1nc2cc(F)c(F)c(-c3ccc(-c4c(F)c(F)c(-c5cccs5)c5nn(C)nc45)s3)c2n1,Cn1nc2c(-c3ccc(-c4c(F)c(F)[cH:2]c5nn(C)nc45)s3)c(F)c(F)c(-c3cc[cH:1]s3)c2n1,13,13,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3ccc(C#Cc4ccc(*)c5nsnc45)c4nsnc34)ccc21,19,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc(C#Cc5cccc6nsnc56)c5nsnc45)ccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:1]ccc32)c2ccc(-c3ccc(C#Cc4cc[cH:2]c5nsnc45)c4nsnc34)cc21,19,19,True,ok
*c1ccc(C#Cc2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)s6)=C5C(=O)N4C)s3)s2)s1,17,1,CN1C(=O)C2=C(c3ccc(-c4ccc(C#Cc5cccs5)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:2]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(C#Cc3cc[cH:1]s3)s2)s1,17,17,True,ok
*c1ccc(-c2cc3c4c(ccc5c6c(*)cc7c8c(ccc(c2c45)c86)C(=O)N(C)C7=O)C(=O)N(C)C3=O)c2nsnc12,9,2,CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(-c8cc9c%10c(ccc%11c%12c(-c%13cccc%14nsnc%13%14)cc%13c%14c(ccc(c8c%10%11)c%14%12)C(=O)N(C)C%13=O)C(=O)N(C)C9=O)c8nsnc78)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C)C5=O,CN1C(=O)c2ccc3c4c(-c5cc[cH:1]c6nsnc56)cc5c6c(ccc(c7c(-c8ccc(-c9cc%10c%11c(ccc%12c%11c9c9ccc%11c%13c(c[cH:2]c%12c%139)C(=O)N(C)C%11=O)C(=O)N(C)C%10=O)c9nsnc89)cc(c2c37)C1=O)c64)C(=O)N(C)C5=O,19,19,True,ok
*c1ccc(-c2ccc(-c3sc(-c4c5nsnc5c(-c5cc(C)c(*)s5)c5nc6c(nc45)-c4cccc5cccc-6c45)cc3C)s2)s1,15,1,Cc1csc(-c2c3nsnc3c(-c3cc(C)c(-c4ccc(-c5cccs5)s4)s3)c3nc4c(nc23)-c2cccc3cccc-4c23)c1,Cc1cc(-c2c3nsnc3c(-c3cc(C)[cH:2]s3)c3nc4c(nc23)-c2cccc3cccc-4c23)sc1-c1ccc(-c2cc[cH:1]s2)s1,15,15,True,ok
